,time,rssi,label
172,1578566169850,-51,near
173,1578566169953,-51,near
174,1578566170056,-51,near
175,1578566170292,-51,near
176,1578566170374,-51,near
177,1578566170584,-51,near
178,1578566170690,-51,near
179,1578566170797,-51,near
180,1578566170905,-54,near
181,1578566171012,-53,near
182,1578566171117,-53,near
183,1578566171222,-53,near
184,1578566171329,-54,near
185,1578566171439,-53,near
186,1578566171547,-53,near
187,1578566171651,-53,near
188,1578566171745,-53,near
189,1578566171845,-53,near
190,1578566171946,-53,near
191,1578566172050,-53,near
192,1578566172160,-53,near
193,1578566172268,-53,near
194,1578566172380,-53,near
195,1578566172493,-52,near
196,1578566172721,-52,near
197,1578566172794,-52,near
198,1578566172910,-52,near
199,1578566173017,-52,near
200,1578566173121,-52,near
201,1578566173214,-54,near
202,1578566173315,-54,near
203,1578566173418,-53,leave
204,1578566173526,-53,leave
205,1578566173625,-56,leave
206,1578566173739,-62,leave
207,1578566173858,-57,leave
208,1578566173964,-61,leave
209,1578566174071,-60,leave
210,1578566174178,-60,leave
211,1578566174285,-76,leave
212,1578566174392,-66,leave
213,1578566174491,-74,leave
214,1578566174599,-76,leave
215,1578566174704,-73,leave
216,1578566174809,-78,leave
217,1578566174912,-69,leave
218,1578566175007,-73,leave
219,1578566175244,-84,leave
220,1578566175328,-76,leave
221,1578566175565,-83,leave
222,1578566175642,-92,leave
223,1578566175751,-78,leave
224,1578566175982,-77,leave
225,1578566176064,-71,leave
226,1578566176302,-77,leave
227,1578566176376,-80,leave
228,1578566176485,-77,leave
229,1578566176590,-90,leave
230,1578566176692,-77,leave
231,1578566176791,-80,leave
232,1578566176900,-76,leave
233,1578566177000,-79,leave
234,1578566177112,-82,leave
235,1578566177211,-82,leave
236,1578566177316,-79,leave
237,1578566177431,-89,leave
238,1578566177540,-83,leave
239,1578566177630,-82,leave
240,1578566177870,-100,leave
241,1578566177953,-82,leave
242,1578566178185,-84,leave
243,1578566178274,-77,leave
244,1578566178376,-78,leave
245,1578566178481,-82,leave
246,1578566178703,-82,leave
247,1578566178790,-92,leave
248,1578566178896,-84,leave
249,1578566179001,-80,leave
250,1578566179108,-83,leave
251,1578566179209,-91,leave
252,1578566179310,-82,leave
253,1578566179424,-86,leave
254,1578566179531,-86,leave
255,1578566179637,-86,leave
256,1578566179730,-89,leave
257,1578566179845,-78,leave
258,1578566179955,-90,leave
259,1578566180065,-89,leave
260,1578566180168,-86,leave
261,1578566180274,-83,leave
262,1578566180376,-83,leave
263,1578566180478,-82,leave
264,1578566180583,-84,leave
265,1578566180680,-92,leave
266,1578566180795,-77,leave
267,1578566180901,-85,leave
268,1578566181011,-92,leave
269,1578566181120,-91,leave
270,1578566181228,-82,leave
271,1578566181331,-83,leave
272,1578566181440,-95,leave
273,1578566181546,-83,leave
274,1578566181646,-84,leave
275,1578566181751,-84,leave
276,1578566181857,-84,leave
277,1578566181955,-90,leave
278,1578566182058,-85,leave
279,1578566182160,-86,leave
280,1578566182261,-91,leave
281,1578566182369,-86,leave
282,1578566182470,-90,leave
283,1578566182572,-94,leave
284,1578566182685,-90,leave
285,1578566182788,-100,leave
286,1578566182900,-92,leave
287,1578566183001,-84,leave
288,1578566183236,-80,leave
289,1578566183316,-90,leave
290,1578566183421,-88,leave
291,1578566183533,-86,leave
292,1578566183635,-82,leave
293,1578566183737,-87,leave
294,1578566183842,-94,leave
295,1578566183948,-89,leave
296,1578566184042,-92,leave
297,1578566184163,-89,leave
298,1578566184256,-87,leave
299,1578566184365,-86,far
300,1578566184469,-85,far
301,1578566184569,-92,far
302,1578566184672,-90,far
303,1578566184785,-89,far
304,1578566184884,-88,far
305,1578566184982,-90,far
306,1578566185096,-90,far
307,1578566185199,-89,far
308,1578566185304,-89,far
309,1578566185413,-89,far
310,1578566185509,-88,far
311,1578566185618,-87,far
312,1578566185719,-87,far
313,1578566185825,-85,far
314,1578566185929,-84,far
315,1578566186040,-85,far
316,1578566186148,-83,far
317,1578566186257,-84,far
318,1578566186361,-84,far
319,1578566186467,-84,far
320,1578566186568,-83,far
321,1578566186674,-83,far
322,1578566186785,-83,far
323,1578566186889,-84,far
324,1578566186988,-84,far
325,1578566187100,-84,far
326,1578566187634,-100,far
327,1578566187712,-97,far
328,1578566187815,-91,far
329,1578566187912,-90,far
330,1578566188016,-91,far
331,1578566188126,-88,far
332,1578566188361,-88,far
333,1578566188442,-87,far
334,1578566188546,-88,far
335,1578566188657,-88,far
336,1578566188757,-89,far
337,1578566188863,-90,far
338,1578566188966,-91,far
339,1578566189073,-91,far
340,1578566189180,-91,far
341,1578566189284,-92,far
342,1578566189391,-90,far
343,1578566189490,-90,far
344,1578566189595,-91,far
345,1578566189693,-91,far
346,1578566189802,-90,far
347,1578566189899,-89,far
348,1578566190000,-89,far
349,1578566190102,-83,approach
350,1578566190210,-80,approach
351,1578566190310,-92,approach
352,1578566190418,-84,approach
353,1578566190542,-87,approach
354,1578566190641,-91,approach
355,1578566190750,-81,approach
356,1578566190859,-86,approach
357,1578566190968,-86,approach
358,1578566191067,-84,approach
359,1578566191178,-78,approach
360,1578566191286,-75,approach
361,1578566191398,-92,approach
362,1578566191498,-82,approach
363,1578566191603,-82,approach
364,1578566191706,-79,approach
365,1578566191815,-79,approach
366,1578566191917,-77,approach
367,1578566192023,-75,approach
368,1578566192132,-86,approach
369,1578566192242,-76,approach
370,1578566192346,-77,approach
371,1578566192446,-75,approach
372,1578566192555,-73,approach
373,1578566192663,-67,approach
374,1578566192760,-71,approach
375,1578566192872,-71,approach
376,1578566192972,-69,approach
377,1578566193080,-72,approach
378,1578566193184,-82,approach
379,1578566193290,-86,approach
380,1578566193390,-74,approach
381,1578566193495,-71,approach
382,1578566193598,-73,approach
383,1578566193693,-74,approach
384,1578566193805,-76,approach
385,1578566193915,-75,approach
386,1578566194020,-72,approach
387,1578566194121,-80,approach
388,1578566194236,-77,approach
389,1578566194339,-72,approach
390,1578566194441,-67,approach
391,1578566194544,-71,approach
392,1578566194654,-77,approach
393,1578566194764,-69,approach
394,1578566194867,-88,approach
395,1578566194971,-74,approach
396,1578566195076,-73,approach
397,1578566195183,-77,approach
398,1578566195290,-70,approach
399,1578566195396,-75,approach
400,1578566195499,-70,approach
401,1578566195600,-80,approach
402,1578566195703,-70,approach
403,1578566195808,-73,approach
404,1578566196032,-69,approach
405,1578566196117,-70,approach
406,1578566196223,-77,approach
407,1578566196331,-85,approach
408,1578566196432,-90,approach
409,1578566196537,-70,approach
410,1578566196643,-72,approach
411,1578566196749,-71,approach
412,1578566196846,-68,approach
413,1578566196957,-76,approach
414,1578566197069,-76,approach
415,1578566197172,-74,approach
416,1578566197274,-68,approach
417,1578566197382,-71,approach
418,1578566197485,-67,approach
419,1578566197593,-78,approach
420,1578566197699,-71,approach
421,1578566197808,-66,approach
422,1578566197910,-66,approach
423,1578566198018,-65,approach
424,1578566198123,-65,approach
425,1578566198230,-65,approach
426,1578566198338,-76,approach
427,1578566198570,-63,approach
428,1578566198653,-65,approach
429,1578566198760,-73,approach
430,1578566198861,-72,approach
431,1578566198966,-61,approach
432,1578566199068,-61,approach
433,1578566199175,-61,approach
434,1578566199282,-61,approach
435,1578566199393,-61,approach
436,1578566199494,-60,approach
437,1578566199604,-60,approach
438,1578566199705,-63,approach
439,1578566199811,-60,approach
440,1578566199916,-75,approach
441,1578566200009,-70,approach
442,1578566200115,-66,approach
443,1578566200225,-82,approach
444,1578566200325,-56,approach
445,1578566200430,-62,approach
446,1578566200533,-60,approach
447,1578566200644,-57,approach
448,1578566200757,-56,approach
449,1578566200861,-62,approach
450,1578566200970,-60,approach
451,1578566201076,-57,approach
452,1578566201170,-61,approach
453,1578566201276,-56,near
454,1578566201378,-54,near
455,1578566201486,-53,near
456,1578566201590,-53,near
457,1578566201696,-52,near
458,1578566201799,-54,near
459,1578566201902,-56,near
460,1578566202003,-56,near
461,1578566202112,-56,near
462,1578566202221,-56,near
463,1578566202332,-53,near
464,1578566202442,-54,near
465,1578566202543,-54,near
466,1578566202650,-54,near
467,1578566202753,-54,near
468,1578566202859,-54,near
469,1578566202962,-54,near
470,1578566203071,-54,near
471,1578566203176,-54,near
472,1578566203279,-54,near
473,1578566203382,-54,near
474,1578566203492,-55,near
475,1578566203722,-54,near
476,1578566203791,-53,near
477,1578566203904,-54,near
478,1578566204005,-54,near
479,1578566204112,-53,near
480,1578566204222,-53,near
481,1578566204324,-53,near
482,1578566204438,-53,near
483,1578566204546,-52,near
484,1578566204654,-52,near
485,1578566204755,-53,near
486,1578566204863,-53,near
487,1578566204967,-53,near
488,1578566205076,-53,near
489,1578566205180,-53,near
490,1578566205278,-53,near
491,1578566205386,-53,near
492,1578566205484,-53,near
493,1578566205592,-53,near
494,1578566205690,-53,near
495,1578566205805,-53,near
496,1578566205906,-53,near
497,1578566206010,-55,near
498,1578566206115,-53,near
499,1578566206211,-53,near
500,1578566206322,-53,near
501,1578566206434,-53,near
502,1578566206534,-53,near
503,1578566206636,-53,near
504,1578566206747,-53,near
505,1578566206955,-52,near
506,1578566207059,-52,near
507,1578566207167,-54,near
508,1578566207268,-55,near
509,1578566207371,-55,near
510,1578566207472,-55,near
511,1578566207572,-52,near
512,1578566207682,-52,leave
513,1578566207791,-53,leave
514,1578566207897,-54,leave
515,1578566208007,-59,leave
516,1578566208119,-58,leave
517,1578566208223,-59,leave
518,1578566208333,-60,leave
519,1578566208439,-59,leave
520,1578566208539,-66,leave
521,1578566208643,-65,leave
522,1578566208749,-72,leave
